Nome,Descricao,Estrelas,Forks,Ultima_Atualizacao,Linguagem_Principal,URL
speedy,Speedy Non-linear Speech Speedup Algorithm,33,6,2025-04-27T08:34:32Z,C++,https://github.com/google/speedy
spherical-harmonics,Spherical harmonics library ,540,88,2025-06-17T12:16:40Z,C++,https://github.com/google/spherical-harmonics
spindle-dv360,QA dashboard for DV360 advertisers,13,6,2024-10-25T12:15:01Z,Python,https://github.com/google/spindle-dv360
spiqa,"Code release for ""SPIQA: A Dataset for Multimodal Question Answering on Scientific Papers"" [NeurIPS D&B, 2024]",59,3,2025-06-16T05:32:32Z,Python,https://github.com/google/spiqa
spirv-tutor,,70,7,2025-05-08T14:06:21Z,Shell,https://github.com/google/spirv-tutor
splice,Splice enables Microsoft Active Directory domain joins from any network.,61,24,2025-03-26T23:12:10Z,Go,https://github.com/google/splice
spline,A sample app that demonstrates Android's data binding library in the context of a vector drawing application.,28,14,2024-10-25T12:34:26Z,Java,https://github.com/google/spline
splitbrain,A research system to automate splitting PRs into smaller PRs.,18,1,2025-04-08T06:03:52Z,Python,https://github.com/google/splitbrain
splot-java,"Splot for Java: An Experimental IoT Machine-to-Machine Library for Monitoring, Control, and Automation",16,11,2024-10-25T12:13:29Z,Java,https://github.com/google/splot-java
sprockets,Sprockets is a framework for conformance testing based on state transitions.,11,12,2024-10-25T12:21:47Z,Python,https://github.com/google/sprockets
sqlcommenter,,609,82,2025-06-16T13:36:29Z,PHP,https://github.com/google/sqlcommenter
sqlcommenter-laravel-php,,7,5,2024-12-30T20:58:25Z,PHP,https://github.com/google/sqlcommenter-laravel-php
sqlcommenter-php,Maintains a copy of the release version of SQLCommenter-Laravel from https://github.com/google/sqlcommenter,9,0,2024-10-25T12:00:28Z,PHP,https://github.com/google/sqlcommenter-php
squidwarden,Frontend to squid to manage ACLs,60,11,2024-10-25T12:01:53Z,Go,https://github.com/google/squidwarden
squires,Self-documenting command line interfaces for Python,15,6,2024-10-25T12:26:06Z,Python,https://github.com/google/squires
sredocs,,48,9,2025-01-12T11:07:23Z,Go,https://github.com/google/sredocs
sre_yield,Python module to generate regular all expression matches,185,46,2025-05-31T19:39:44Z,Python,https://github.com/google/sre_yield
sshkey-audit,Automate SSH key management,66,16,2023-11-07T07:48:00Z,Go,https://github.com/google/sshkey-audit
ssl_logger,Decrypts and logs a process's SSL traffic.,1112,211,2025-06-23T06:27:57Z,Python,https://github.com/google/ssl_logger
stable-retraining-conversational-agents,,2,0,2024-10-25T12:01:06Z,,https://github.com/google/stable-retraining-conversational-agents
standard-payments,,5,5,2024-10-25T12:05:28Z,,https://github.com/google/standard-payments
starlark-go,"Starlark in Go: the Starlark configuration language, implemented in Go",2487,227,2025-06-24T15:35:33Z,Go,https://github.com/google/starlark-go
starlark-rust,Starlark (https://github.com/bazelbuild/starlark) in Rust,190,24,2025-04-04T23:07:32Z,,https://github.com/google/starlark-rust
starthinker,"Reference framework for building data workflows provided by Google.  Accelerates authentication, logging, scheduling, and deployment of solutions using GCP.  To borrow a tagline.. ""The framework for professionals with deadlines.""",171,51,2025-06-16T17:01:36Z,Python,https://github.com/google/starthinker
startup-os,Working examples of Google's Open Source stack and deployment to the cloud.,685,105,2025-05-15T21:59:19Z,Java,https://github.com/google/startup-os
statechart,C++ StateChart Library,119,35,2025-05-09T06:57:34Z,C++,https://github.com/google/statechart
steamkeysactivator,Activates a bulk of Steam keys on Mac OS X,29,18,2024-11-13T23:22:38Z,AppleScript,https://github.com/google/steamkeysactivator
stenographer,"Stenographer is a packet capture solution which aims to quickly spool all packets to disk, then provide simple, fast access to subsets of those packets.  Discussion/announcements at stenographer@googlegroups.com",1800,235,2025-06-19T20:59:39Z,Go,https://github.com/google/stenographer
step197-2020,,4,2,2025-05-29T11:55:24Z,Java,https://github.com/google/step197-2020
step49-2020,,4,2,2024-10-25T11:20:52Z,Java,https://github.com/google/step49-2020
stereo-magnification,"Code accompanying the SIGGRAPH 2018 paper ""Stereo Magnification: Learning View Synthesis using Multiplane Images""",398,87,2025-05-31T04:52:44Z,Python,https://github.com/google/stereo-magnification
Stereoscopic-Video-Generation-via-Denoising-Frame-Matrix,,1,1,2025-05-31T15:00:55Z,Python,https://github.com/google/Stereoscopic-Video-Generation-via-Denoising-Frame-Matrix
stijl,Unified code review dashboard.,42,12,2025-01-09T12:09:19Z,JavaScript,https://github.com/google/stijl
stm32-bootloader-client-rs,,11,2,2024-10-25T11:59:59Z,Rust,https://github.com/google/stm32-bootloader-client-rs
stm32_bare_lib,"System functions and example code for programming the ""Blue Pill"" STM32-compatible micro-controller boards.",134,30,2025-04-02T07:42:41Z,C,https://github.com/google/stm32_bare_lib
storybench,,50,3,2025-06-09T06:13:05Z,Python,https://github.com/google/storybench
strabo,,60,13,2023-06-28T18:36:08Z,Elixir,https://github.com/google/strabo
strangemeadowlark,,3,1,2025-04-27T21:45:12Z,Rust,https://github.com/google/strangemeadowlark
StrawNet,Audio samples accompanying StrawNet publication,4,4,2024-10-25T12:15:14Z,HTML,https://github.com/google/StrawNet
streamhtmlparser,Automatically exported from code.google.com/p/streamhtmlparser,15,9,2023-03-29T17:11:47Z,C,https://github.com/google/streamhtmlparser
streaming_hdp,,4,8,2024-10-25T12:33:07Z,Go,https://github.com/google/streaming_hdp
streamy-dart,,61,23,2024-10-25T12:32:35Z,Dart,https://github.com/google/streamy-dart
streetview-publish-client-libraries,,19,9,2024-12-29T19:11:33Z,Java,https://github.com/google/streetview-publish-client-libraries
stress_transfer,,8,4,2024-10-25T12:11:30Z,Python,https://github.com/google/stress_transfer
strict-csp,,46,9,2025-04-23T21:41:51Z,TypeScript,https://github.com/google/strict-csp
struct2tensor,struct2tensor is a library for parsing and manipulating structured data inside of tensorflow.,34,21,2025-04-03T22:09:13Z,Python,https://github.com/google/struct2tensor
structured_labels,,5,1,2024-10-25T12:06:18Z,Python,https://github.com/google/structured_labels
stumblybot,Simple robot that executes voice commands through Google Assistant.,25,12,2024-10-25T12:32:30Z,Python,https://github.com/google/stumblybot
style-aligned,"Official code for ""Style Aligned Image Generation via Shared Attention""",1290,97,2025-06-24T14:55:22Z,Python,https://github.com/google/style-aligned
styleguide,Style guides for Google-originated open-source projects,38308,13011,2025-06-25T06:58:05Z,HTML,https://github.com/google/styleguide
subcommands,Go subcommand library.,771,49,2025-06-24T15:41:03Z,Go,https://github.com/google/subcommands
subpar,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,567,71,2025-05-26T13:30:50Z,Python,https://github.com/google/subpar
summit-ast,Summit-AST translates parsed Apex source code into an abstract syntax tree,41,7,2025-05-27T22:49:55Z,Kotlin,https://github.com/google/summit-ast
supersonic,"Supersonic is an ultra-fast, column oriented query engine library written in C++",206,43,2025-06-01T17:48:05Z,C++,https://github.com/google/supersonic
supl-client,,70,30,2025-05-27T20:09:14Z,Java,https://github.com/google/supl-client
support-case-notifications,,13,1,2025-03-30T08:20:13Z,Shell,https://github.com/google/support-case-notifications
support-tools,Automatically exported from code.google.com/p/support-tools,29,23,2024-10-25T12:27:00Z,Python,https://github.com/google/support-tools
svalbard,Svalbard is a distributed backup system for long-term protection of secret data.,36,12,2024-10-25T12:29:18Z,Go,https://github.com/google/svalbard
svcca,,634,141,2025-06-17T07:38:05Z,Jupyter Notebook,https://github.com/google/svcca
swift,The Swift Programming Language,840,64,2025-02-26T05:18:30Z,,https://github.com/google/swift
swift-benchmark,A swift library to benchmark code snippets.,931,50,2025-06-14T14:13:11Z,Swift,https://github.com/google/swift-benchmark
swift-clang,,8,3,2025-05-29T16:57:58Z,C++,https://github.com/google/swift-clang
swift-cmark,CommonMark parsing and rendering library and program in C,5,2,2024-10-25T12:30:43Z,C,https://github.com/google/swift-cmark
swift-compiler-rt,,5,3,2024-10-25T12:30:39Z,C,https://github.com/google/swift-compiler-rt
swift-corelibs-foundation,"The Foundation Project, providing core utilities, internationalization, and OS independence",5,5,2024-10-25T12:23:27Z,C,https://github.com/google/swift-corelibs-foundation
swift-corelibs-libdispatch,"The libdispatch Project, (a.k.a. Grand Central Dispatch), for concurrency on multicore hardware",5,2,2024-10-25T12:23:25Z,C,https://github.com/google/swift-corelibs-libdispatch
swift-corelibs-xctest,"The XCTest Project, A Swift core library for providing unit test support",5,4,2024-10-25T12:23:32Z,Swift,https://github.com/google/swift-corelibs-xctest
swift-integration-tests,Automated tests for validating the generated Swift snapshots behave correctly,6,3,2024-10-25T12:30:37Z,Python,https://github.com/google/swift-integration-tests
swift-jupyter,,621,92,2025-06-23T21:06:01Z,Python,https://github.com/google/swift-jupyter
swift-llbuild,"A low-level build system, used by Xcode 9 and the Swift Package Manager",5,4,2024-10-25T12:30:41Z,C++,https://github.com/google/swift-llbuild
swift-lldb,This is the version of LLDB that supports the Swift programming language & REPL.,10,6,2024-10-25T12:23:21Z,C++,https://github.com/google/swift-lldb
swift-llvm,,8,3,2024-10-25T12:23:24Z,LLVM,https://github.com/google/swift-llvm
swift-package-manager,The Package Manager for the Swift Programming Language,8,3,2024-10-25T12:24:44Z,Swift,https://github.com/google/swift-package-manager
swift-structural,,33,9,2024-10-25T12:15:47Z,Swift,https://github.com/google/swift-structural
swiftlogfirecloud,,18,8,2024-10-25T12:12:04Z,Swift,https://github.com/google/swiftlogfirecloud
swiftshader,SwiftShader is a high-performance CPU-based implementation of the Vulkan graphics API. Its goal is to provide hardware independence for advanced 3D graphics.,2329,307,2025-06-25T14:10:12Z,C++,https://github.com/google/swiftshader
swissgl,"SwissGL is a minimalistic wrapper on top of WebGL2 JS API. It's designed to reduce the amount of boilerplate code required to manage GLSL shaders, textures and framebuffers when making procedural visualizations or simulations.",1212,46,2025-06-12T15:35:28Z,JavaScript,https://github.com/google/swissgl
sxg-rs,A set of tools for generating signed exchanges at serve time.,85,16,2025-04-26T00:49:52Z,Rust,https://github.com/google/sxg-rs
sxg-validator,,4,3,2025-05-06T03:29:24Z,JavaScript,https://github.com/google/sxg-validator
sycophancy-intervention,Scripts for generating synthetic finetuning data for reducing sycophancy.,113,12,2025-06-22T23:14:46Z,Python,https://github.com/google/sycophancy-intervention
sync3k-client,,19,5,2024-10-25T12:33:19Z,TypeScript,https://github.com/google/sync3k-client
sync3k-server,,21,4,2024-10-25T12:33:12Z,Scala,https://github.com/google/sync3k-server
sync_http.dart,,14,15,2025-03-02T20:17:27Z,Dart,https://github.com/google/sync_http.dart
synergyfinderengineered,,8,5,2024-10-25T12:31:48Z,R,https://github.com/google/synergyfinderengineered
synthesizer-io,,36,11,2024-10-25T11:36:59Z,Rust,https://github.com/google/synthesizer-io
synthmark,"Audio performance benchmark for jitter, theoretical latency, etc.",53,22,2025-03-07T23:12:25Z,C++,https://github.com/google/synthmark
systemjs,A minimal System loader,64,20,2024-01-09T09:15:53Z,JavaScript,https://github.com/google/systemjs
syzkaller,syzkaller is an unsupervised coverage-guided kernel fuzzer,5723,1298,2025-06-24T15:14:30Z,Go,https://github.com/google/syzkaller
syzygy,Syzygy Transformation Toolchain,373,59,2025-05-14T23:55:18Z,C++,https://github.com/google/syzygy
szl,A compiler and runtime for the Sawzall language,70,15,2024-10-25T12:22:51Z,C++,https://github.com/google/szl
t5patches,T5Patches is a set of tools for fast and targeted editing of generative language models built with T5X.,12,2,2024-10-25T11:37:47Z,Python,https://github.com/google/t5patches
tabletopaudio-action,,9,3,2024-10-25T11:40:15Z,TypeScript,https://github.com/google/tabletopaudio-action
tabuli,,33,5,2025-03-20T23:26:13Z,C++,https://github.com/google/tabuli
tachometer,Statistically rigorous benchmark runner for the web,711,23,2025-06-21T07:36:15Z,TypeScript,https://github.com/google/tachometer
tacotron,"Audio samples accompanying publications related to Tacotron, an end-to-end speech synthesis model.",541,81,2025-06-05T06:18:55Z,HTML,https://github.com/google/tacotron
takeout,,10,0,2025-03-09T14:12:30Z,,https://github.com/google/takeout
talkback,,476,224,2025-06-23T00:57:39Z,Java,https://github.com/google/talkback
talos-dv360,,5,2,2024-10-25T12:12:15Z,JavaScript,https://github.com/google/talos-dv360
tamperchrome,Tamper Dev is an extension that allows you to intercept and edit HTTP/HTTPS requests and responses as they happen without the need of a proxy. Works across all operating systems (including Chrome OS).,4195,223,2025-06-21T21:39:56Z,TypeScript,https://github.com/google/tamperchrome
tangent,Source-to-Source Debuggable Derivatives in Pure Python,2317,434,2025-06-17T08:11:23Z,Python,https://github.com/google/tangent
taqo-paco,Desktop and new mobile client apps for the Paco user behavior research platform (https://www.pacoapp.com/).,12,7,2024-04-10T16:47:28Z,Dart,https://github.com/google/taqo-paco
tarpc,An RPC framework for Rust with a focus on ease of use.,3485,207,2025-06-25T09:27:59Z,Rust,https://github.com/google/tarpc
task-oriented-queries,"Task-oriented queries (e.g., one-shot queries to play videos, order food, or call a taxi) are crucial for assessing the quality of virtual assistants, chatbots, and other large language model (LLM)-based services.",4,1,2025-02-04T11:20:24Z,,https://github.com/google/task-oriented-queries
taxinomia,,1,0,2025-04-21T12:19:29Z,Go,https://github.com/google/taxinomia
taxonomy_wizard,,13,1,2024-10-25T11:32:51Z,Python,https://github.com/google/taxonomy_wizard
tcav-for-ehr,,6,4,2025-05-15T06:20:02Z,Python,https://github.com/google/tcav-for-ehr
tcli,,9,6,2025-04-09T01:10:59Z,Python,https://github.com/google/tcli
tcmalloc,,4779,515,2025-06-25T03:20:52Z,C++,https://github.com/google/tcmalloc
tcpauth,,99,24,2025-04-24T01:54:31Z,C,https://github.com/google/tcpauth
tcpgpudmarxd,,9,0,2025-06-12T11:33:46Z,C++,https://github.com/google/tcpgpudmarxd
tcp_killer,Shuts down a TCP connection on Linux or macOS. Local and remote endpoint arguments can be copied from the output of 'netstat -lanW'.,213,43,2025-02-27T07:38:48Z,Python,https://github.com/google/tcp_killer
tec-web-assignments,,12,4,2024-10-25T11:21:28Z,JavaScript,https://github.com/google/tec-web-assignments
teknowledge,A basic CS curriculum for coding in Python.,31,15,2025-06-03T08:37:01Z,Python,https://github.com/google/teknowledge
tekton-slsa-demo,,9,0,2024-05-06T19:55:45Z,Shell,https://github.com/google/tekton-slsa-demo
telluride_decoding,,14,12,2025-05-01T20:41:49Z,Python,https://github.com/google/telluride_decoding
templatekit,,19,9,2023-01-27T22:46:24Z,Objective-C,https://github.com/google/templatekit
temporian,Temporian is an open-source Python library for preprocessing ⚡ and feature engineering 🛠 temporal data 📈 for machine learning applications 🤖,693,45,2025-06-24T16:01:00Z,Python,https://github.com/google/temporian
tensorflow-recorder,TFRecorder makes it easy to create TensorFlow records (TFRecords) from Pandas DataFrames and CSVs files containing images or structured data.,181,32,2025-06-23T23:25:04Z,Python,https://github.com/google/tensorflow-recorder
tensorflow-tools,A collection of manipulation tools for TensorFlow data.,17,11,2025-05-06T02:55:44Z,JavaScript,https://github.com/google/tensorflow-tools
TensorNetwork,A library for easy and efficient manipulation of tensor networks.,1844,363,2025-06-25T14:46:29Z,Python,https://github.com/google/TensorNetwork
